@ley.facial-meaning	@ley	00:03:46.642	226.642	00:03:47.422	227.422	00:00:00.780	0.78	повествование
@ley.facial-meaning	@ley	00:03:47.472	227.472	00:03:49.412	229.412	00:00:01.940	1.94	задумчивость
@ley.facial-meaning	@ley	00:03:49.452	229.452	00:03:50.222	230.222	00:00:00.770	0.77	повествование
@ley.facial-meaning	@ley	00:03:50.257	230.257	00:03:55.227	235.227	00:00:04.970	4.97	задумчивость и вспоминание
@ley.facial-meaning	@ley	00:03:55.257	235.257	00:03:56.887	236.887	00:00:01.630	1.63	повествование
@ley.facial-meaning	@ley	00:03:56.912	236.912	00:04:03.542	243.542	00:00:06.630	6.63	формулировка мысли, вспоминание, задумчивость
@ley.facial-meaning	@ley	00:04:03.577	243.577	00:04:05.817	245.817	00:00:02.240	2.24	повествование
@ley.facial-meaning	@ley	00:04:05.847	245.847	00:04:08.087	248.087	00:00:02.240	2.24	формулировка мысли
@ley.facial-meaning	@ley	00:04:08.107	248.107	00:04:09.917	249.917	00:00:01.810	1.81	повествование
@ley.facial-meaning	@ley	00:04:09.942	249.942	00:04:11.622	251.622	00:00:01.680	1.68	задумчивость
@ley.facial-meaning	@ley	00:04:11.662	251.662	00:04:13.912	253.912	00:00:02.250	2.25	повествование
@ley.facial-meaning	@ley	00:04:13.947	253.947	00:04:15.197	255.197	00:00:01.250	1.25	задумчивость
@ley.facial-meaning	@ley	00:04:15.222	255.222	00:04:19.572	259.572	00:00:04.350	4.35	повествование
@ley.facial-meaning	@ley	00:04:19.597	259.597	00:04:26.637	266.637	00:00:07.040	7.04	слушает
@ley.facial-meaning	@ley	00:04:26.677	266.677	00:04:27.317	267.317	00:00:00.640	0.64	задумчивость, формулировка мысли
@ley.facial-meaning	@ley	00:04:27.367	267.367	00:04:30.987	270.987	00:00:03.620	3.62	задумчивость и формулировка мысли
@ley.facial-meaning	@ley	00:04:31.027	271.027	00:04:32.647	272.647	00:00:01.620	1.62	повествование
@ley.facial-meaning	@ley	00:04:32.677	272.677	00:04:34.157	274.157	00:00:01.480	1.48	задумчивость, формулировка мысли
@ley.facial-meaning	@ley	00:04:34.187	274.187	00:04:35.767	275.767	00:00:01.580	1.58	повествование
@ley.facial-meaning	@ley	00:04:35.777	275.777	00:04:43.607	283.607	00:00:07.830	7.83	воспоминание, задумчивость, формулировка мысли
@ley.facial-meaning	@ley	00:04:43.652	283.652	00:04:45.002	285.002	00:00:01.350	1.35	задумчивость, формулировка мысли
@ley.facial-meaning	@ley	00:04:45.027	285.027	00:04:46.347	286.347	00:00:01.320	1.32	повествование
@ley.facial-meaning	@ley	00:04:46.367	286.367	00:04:48.417	288.417	00:00:02.050	2.05	задумчивость, формулировка мыслей
@ley.facial-meaning	@ley	00:04:48.442	288.442	00:04:49.652	289.652	00:00:01.210	1.21	"наконец-то нашла подходящую формулировку" и повествование
